Step,Bx,By,Bz,Bm
11559,-6.88606e-08,-4.62096e-08,1.37287e-06,1.37538e-06
11560,-6.66725e-08,-4.08689e-08,1.36581e-06,1.36805e-06
11561,-7.09011e-08,-3.71528e-08,1.35876e-06,1.36111e-06
11562,-7.99543e-08,-3.58462e-08,1.34847e-06,1.35131e-06
11563,-9.05763e-08,-3.67628e-08,1.33417e-06,1.33774e-06
11564,-9.95953e-08,-3.89327e-08,1.31837e-06,1.3227e-06
11565,-1.05184e-07,-4.1212e-08,1.30592e-06,1.3108e-06
11566,-1.07113e-07,-4.30487e-08,1.30155e-06,1.30666e-06
11567,-1.06189e-07,-4.49927e-08,1.30737e-06,1.31245e-06
11568,-1.03456e-07,-4.85906e-08,1.32155e-06,1.32649e-06
11569,-9.96896e-08,-5.55967e-08,1.33911e-06,1.34396e-06
11570,-9.53581e-08,-6.68269e-08,1.35409e-06,1.35909e-06
11571,-9.0912e-08,-8.12634e-08,1.3621e-06,1.36755e-06
11572,-8.70392e-08,-9.59821e-08,1.36166e-06,1.36781e-06
11573,-8.46163e-08,-1.07102e-07,1.35422e-06,1.36108e-06
11574,-8.43204e-08,-1.11403e-07,1.34322e-06,1.35047e-06
11575,-8.61407e-08,-1.07853e-07,1.33308e-06,1.34021e-06
11576,-8.91632e-08,-9.82441e-08,1.32837e-06,1.33498e-06
11577,-9.1894e-08,-8.65375e-08,1.33268e-06,1.33865e-06
11578,-9.30657e-08,-7.71446e-08,1.34696e-06,1.35238e-06
11579,-9.24911e-08,-7.29338e-08,1.36782e-06,1.37289e-06
11580,-9.13485e-08,-7.40143e-08,1.38742e-06,1.39239e-06
11581,-9.15219e-08,-7.80115e-08,1.39615e-06,1.40132e-06
11582,-9.42693e-08,-8.16643e-08,1.38741e-06,1.39301e-06
11583,-9.91133e-08,-8.26826e-08,1.36147e-06,1.36757e-06
11584,-1.03862e-07,-8.06456e-08,1.32554e-06,1.33204e-06
11585,-1.05886e-07,-7.6523e-08,1.28986e-06,1.29646e-06
11586,-1.0381e-07,-7.14762e-08,1.26253e-06,1.26881e-06
11587,-9.84408e-08,-6.59932e-08,1.24662e-06,1.25224e-06
11588,-9.22878e-08,-5.991e-08,1.2409e-06,1.24576e-06
11589,-8.8011e-08,-5.30271e-08,1.24246e-06,1.2467e-06
11590,-8.68281e-08,-4.5613e-08,1.24875e-06,1.2526e-06
11591,-8.79455e-08,-3.83546e-08,1.25755e-06,1.26121e-06
11592,-8.94096e-08,-3.19117e-08,1.26608e-06,1.26964e-06
11593,-8.97839e-08,-2.65718e-08,1.27105e-06,1.27449e-06
11594,-8.93829e-08,-2.23105e-08,1.27033e-06,1.27367e-06
11595,-9.00229e-08,-1.90974e-08,1.26512e-06,1.26846e-06
11596,-9.3373e-08,-1.70453e-08,1.2602e-06,1.26377e-06
11597,-9.92388e-08,-1.62203e-08,1.26181e-06,1.26581e-06
11598,-1.05324e-07,-1.63365e-08,1.27405e-06,1.27851e-06
11599,-1.0881e-07,-1.67033e-08,1.29654e-06,1.3012e-06
11600,-1.08443e-07,-1.65633e-08,1.32432e-06,1.32886e-06
11601,-1.05291e-07,-1.55837e-08,1.35011e-06,1.3543e-06
11602,-1.01515e-07,-1.40932e-08,1.36721e-06,1.37105e-06
11603,-9.83388e-08,-1.28275e-08,1.37205e-06,1.37563e-06
11604,-9.51287e-08,-1.23368e-08,1.36548e-06,1.36884e-06
11605,-9.03523e-08,-1.24923e-08,1.35272e-06,1.35579e-06
11606,-8.33883e-08,-1.24504e-08,1.34181e-06,1.34446e-06
11607,-7.54868e-08,-1.11031e-08,1.34093e-06,1.3431e-06
11608,-6.91196e-08,-7.73767e-09,1.35541e-06,1.3572e-06
11609,-6.63719e-08,-2.54865e-09,1.38557e-06,1.38716e-06
11610,-6.76547e-08,3.25527e-09,1.42625e-06,1.42785e-06
11611,-7.15803e-08,7.8292e-09,1.46844e-06,1.4702e-06
11612,-7.59044e-08,9.44533e-09,1.50249e-06,1.50444e-06
11613,-7.87831e-08,7.32596e-09,1.52148e-06,1.52354e-06
11614,-7.95869e-08,2.14803e-09,1.5234e-06,1.52548e-06
11615,-7.89526e-08,-4.10808e-09,1.51112e-06,1.51318e-06
11616,-7.82268e-08,-8.97783e-09,1.49039e-06,1.49246e-06
11617,-7.86916e-08,-1.06232e-08,1.46707e-06,1.46921e-06
11618,-8.09421e-08,-8.67019e-09,1.44523e-06,1.44752e-06
11619,-8.4635e-08,-4.35598e-09,1.42698e-06,1.42949e-06
11620,-8.86626e-08,7.0804e-11,1.4136e-06,1.41638e-06
11621,-9.16719e-08,2.42379e-09,1.40662e-06,1.40961e-06
11622,-9.2742e-08,1.68262e-09,1.40762e-06,1.41068e-06
11623,-9.19316e-08,-1.34102e-09,1.41668e-06,1.41966e-06
11624,-9.03755e-08,-4.15242e-09,1.43069e-06,1.43355e-06
11625,-8.97384e-08,-3.66389e-09,1.44364e-06,1.44643e-06
11626,-9.12014e-08,2.09768e-09,1.44955e-06,1.45242e-06
11627,-9.45828e-08,1.24921e-08,1.44681e-06,1.44995e-06
11628,-9.82986e-08,2.39821e-08,1.44029e-06,1.44384e-06
11629,-1.0037e-07,3.15598e-08,1.4389e-06,1.44275e-06
11630,-9.98113e-08,3.12918e-08,1.44921e-06,1.45298e-06
11631,-9.72763e-08,2.25039e-08,1.46959e-06,1.47298e-06
11632,-9.4375e-08,8.24631e-09,1.48923e-06,1.49224e-06
11633,-9.22184e-08,-6.21219e-09,1.49323e-06,1.49608e-06
11634,-9.05035e-08,-1.59011e-08,1.47072e-06,1.47359e-06
11635,-8.80007e-08,-1.82827e-08,1.42152e-06,1.42436e-06
11636,-8.39993e-08,-1.40449e-08,1.35763e-06,1.3603e-06
11637,-7.93205e-08,-6.3895e-09,1.29899e-06,1.30142e-06
11638,-7.58765e-08,6.84242e-10,1.26527e-06,1.26754e-06
11639,-7.50908e-08,4.23776e-09,1.26759e-06,1.26982e-06
11640,-7.65649e-08,3.53199e-09,1.30396e-06,1.30621e-06
11641,-7.82367e-08,-3.69875e-11,1.36069e-06,1.36294e-06
11642,-7.8048e-08,-4.05371e-09,1.41894e-06,1.42109e-06
11643,-7.57659e-08,-6.52741e-09,1.46284e-06,1.46482e-06
11644,-7.3272e-08,-6.80292e-09,1.48506e-06,1.48688e-06
11645,-7.28692e-08,-5.50231e-09,1.48725e-06,1.48905e-06
11646,-7.50584e-08,-3.75089e-09,1.47671e-06,1.47862e-06
11647,-7.78915e-08,-2.35848e-09,1.46183e-06,1.4639e-06
11648,-7.8527e-08,-1.49447e-09,1.449e-06,1.45112e-06
11649,-7.55283e-08,-9.21587e-10,1.44136e-06,1.44334e-06
11650,-6.99022e-08,-4.58627e-10,1.43885e-06,1.44054e-06
11651,-6.42105e-08,-2.68358e-10,1.43888e-06,1.44032e-06
11652,-6.07362e-08,-7.69288e-10,1.43769e-06,1.43897e-06
11653,-6.02017e-08,-2.25232e-09,1.43189e-06,1.43316e-06
11654,-6.17779e-08,-4.46161e-09,1.42012e-06,1.42147e-06
11655,-6.40497e-08,-6.40916e-09,1.40377e-06,1.40524e-06
11656,-6.60838e-08,-6.5749e-09,1.38646e-06,1.38805e-06
11657,-6.79462e-08,-3.46242e-09,1.37233e-06,1.37402e-06
11658,-7.05219e-08,3.70809e-09,1.36384e-06,1.36567e-06
11659,-7.48894e-08,1.44948e-08,1.36032e-06,1.36246e-06
11660,-8.16326e-08,2.7183e-08,1.35813e-06,1.36085e-06
11661,-9.03872e-08,3.9237e-08,1.35248e-06,1.35607e-06
11662,-9.97574e-08,4.80671e-08,1.34017e-06,1.34474e-06
11663,-1.07618e-07,5.18115e-08,1.32172e-06,1.32711e-06
11664,-1.11746e-07,4.98911e-08,1.30188e-06,1.30762e-06
11665,-1.10649e-07,4.32256e-08,1.2878e-06,1.29327e-06
11666,-1.04318e-07,3.40962e-08,1.28568e-06,1.29036e-06
11667,-9.45574e-08,2.56518e-08,1.29743e-06,1.30112e-06
11668,-8.45747e-08,2.10743e-08,1.31932e-06,1.32219e-06
11669,-7.78402e-08,2.2499e-08,1.34386e-06,1.3463e-06
11670,-7.66111e-08,2.99976e-08,1.36408e-06,1.36656e-06
11671,-8.08544e-08,4.11539e-08,1.3777e-06,1.38069e-06
11672,-8.82209e-08,5.17605e-08,1.38809e-06,1.39185e-06
11673,-9.51932e-08,5.76741e-08,1.40098e-06,1.40539e-06
11674,-9.8776e-08,5.7008e-08,1.41895e-06,1.42353e-06
11675,-9.77196e-08,5.12863e-08,1.43807e-06,1.4423e-06
11676,-9.26434e-08,4.4622e-08,1.44965e-06,1.4533e-06
11677,-8.52879e-08,4.13023e-08,1.4463e-06,1.4494e-06
11678,-7.76569e-08,4.33291e-08,1.42775e-06,1.43052e-06
11679,-7.15349e-08,4.94777e-08,1.40206e-06,1.40476e-06
11680,-6.82073e-08,5.63258e-08,1.38112e-06,1.38395e-06
11681,-6.80182e-08,6.04022e-08,1.37369e-06,1.3767e-06
11682,-6.98983e-08,6.00404e-08,1.3804e-06,1.38348e-06
11683,-7.15168e-08,5.59154e-08,1.39394e-06,1.39689e-06
11684,-7.0508e-08,5.01924e-08,1.40382e-06,1.40648e-06
11685,-6.62636e-08,4.50756e-08,1.40272e-06,1.40501e-06
11686,-6.08912e-08,4.17662e-08,1.39044e-06,1.3924e-06
11687,-5.81786e-08,4.03494e-08,1.37341e-06,1.37523e-06
11688,-6.09511e-08,4.03852e-08,1.36071e-06,1.36267e-06
11689,-6.8809e-08,4.15595e-08,1.35932e-06,1.3617e-06
11690,-7.82023e-08,4.38916e-08,1.37131e-06,1.37424e-06
11691,-8.48771e-08,4.74405e-08,1.39371e-06,1.3971e-06
11692,-8.66775e-08,5.18438e-08,1.42046e-06,1.42405e-06
11693,-8.44826e-08,5.61206e-08,1.44486e-06,1.44841e-06
11694,-8.08085e-08,5.89642e-08,1.46163e-06,1.46505e-06
11695,-7.75638e-08,5.9387e-08,1.4683e-06,1.47155e-06
11696,-7.4843e-08,5.73066e-08,1.46572e-06,1.46875e-06
11697,-7.14194e-08,5.36841e-08,1.45756e-06,1.4603e-06
11698,-6.61526e-08,5.01194e-08,1.44888e-06,1.45125e-06
11699,-5.90887e-08,4.81314e-08,1.44407e-06,1.44608e-06
11700,-5.15824e-08,4.84986e-08,1.44513e-06,1.44686e-06
11701,-4.55717e-08,5.09766e-08,1.45089e-06,1.4525e-06
11702,-4.26032e-08,5.45008e-08,1.45773e-06,1.45938e-06
11703,-4.31747e-08,5.77427e-08,1.46143e-06,1.4632e-06
11704,-4.66269e-08,5.97217e-08,1.45922e-06,1.46118e-06
11705,-5.14765e-08,6.01675e-08,1.45132e-06,1.45348e-06
11706,-5.59453e-08,5.94795e-08,1.44107e-06,1.44338e-06
11707,-5.84822e-08,5.83483e-08,1.43351e-06,1.43589e-06
11708,-5.81743e-08,5.7293e-08,1.43315e-06,1.43548e-06
11709,-5.49994e-08,5.64123e-08,1.44149e-06,1.44364e-06
11710,-4.98713e-08,5.55095e-08,1.45551e-06,1.45743e-06
11711,-4.44158e-08,5.44816e-08,1.46811e-06,1.4698e-06
11712,-4.04418e-08,5.36282e-08,1.4706e-06,1.47213e-06
11713,-3.91891e-08,5.35486e-08,1.45684e-06,1.45835e-06
11714,-4.06396e-08,5.46249e-08,1.42714e-06,1.42877e-06
11715,-4.33289e-08,5.65405e-08,1.38955e-06,1.39138e-06
11716,-4.49563e-08,5.83764e-08,1.3568e-06,1.3588e-06
11717,-4.36022e-08,5.93638e-08,1.3401e-06,1.34212e-06
11718,-3.88608e-08,5.96891e-08,1.34316e-06,1.34505e-06
11719,-3.21609e-08,6.05499e-08,1.36055e-06,1.36228e-06
11720,-2.60762e-08,6.32088e-08,1.38133e-06,1.38302e-06
11721,-2.30993e-08,6.76773e-08,1.39551e-06,1.39734e-06
11722,-2.46008e-08,7.21035e-08,1.39886e-06,1.40093e-06
11723,-3.0371e-08,7.34938e-08,1.39312e-06,1.39538e-06
11724,-3.86824e-08,6.93906e-08,1.38256e-06,1.38485e-06
11725,-4.67066e-08,5.93896e-08,1.37014e-06,1.37222e-06
11726,-5.1315e-08,4.55138e-08,1.35609e-06,1.35782e-06
11727,-5.02996e-08,3.12919e-08,1.33954e-06,1.34085e-06
11728,-4.36192e-08,2.02057e-08,1.32098e-06,1.32186e-06
11729,-3.38189e-08,1.43966e-08,1.30352e-06,1.30404e-06
11730,-2.49522e-08,1.41533e-08,1.29178e-06,1.2921e-06
11731,-2.03392e-08,1.81643e-08,1.2894e-06,1.28969e-06
11732,-2.06351e-08,2.41986e-08,1.29692e-06,1.29731e-06
11733,-2.37867e-08,2.98439e-08,1.31135e-06,1.31191e-06
11734,-2.70612e-08,3.30788e-08,1.32774e-06,1.32842e-06
11735,-2.94819e-08,3.26234e-08,1.34147e-06,1.34219e-06
11736,-3.25235e-08,2.81179e-08,1.35003e-06,1.35071e-06
11737,-3.84738e-08,2.01654e-08,1.3533e-06,1.35399e-06
11738,-4.80202e-08,1.02085e-08,1.35273e-06,1.35362e-06
11739,-5.92503e-08,1.73836e-10,1.35019e-06,1.35149e-06
11740,-6.88362e-08,-8.09056e-09,1.34703e-06,1.34881e-06
11741,-7.42591e-08,-1.34048e-08,1.34352e-06,1.34564e-06
11742,-7.52806e-08,-1.55953e-08,1.33876e-06,1.34097e-06
11743,-7.37399e-08,-1.53811e-08,1.33116e-06,1.33329e-06
11744,-7.20948e-08,-1.38503e-08,1.31945e-06,1.32149e-06
11745,-7.18588e-08,-1.1819e-08,1.30387e-06,1.3059e-06
11746,-7.28884e-08,-9.44364e-09,1.28685e-06,1.28895e-06
11747,-7.37391e-08,-6.30871e-09,1.2727e-06,1.27485e-06
11748,-7.26631e-08,-1.92654e-09,1.2661e-06,1.26818e-06
11749,-6.86114e-08,3.66052e-09,1.27012e-06,1.27198e-06
11750,-6.17732e-08,9.56122e-09,1.28467e-06,1.28619e-06
11751,-5.35036e-08,1.4243e-08,1.30603e-06,1.3072e-06
11752,-4.57747e-08,1.6206e-08,1.32808e-06,1.32896e-06
11753,-4.04277e-08,1.47639e-08,1.3444e-06,1.34508e-06
11754,-3.84989e-08,1.04597e-08,1.35058e-06,1.35117e-06
11755,-3.98184e-08,4.80929e-09,1.34584e-06,1.34644e-06
11756,-4.29882e-08,-5.53934e-10,1.33343e-06,1.33413e-06
11757,-4.5783e-08,-4.86374e-09,1.3198e-06,1.3206e-06
11758,-4.59361e-08,-8.70745e-09,1.3125e-06,1.31333e-06
11759,-4.21239e-08,-1.36169e-08,1.31725e-06,1.318e-06
11760,-3.47749e-08,-2.09149e-08,1.33497e-06,1.33559e-06
11761,-2.62361e-08,-3.05191e-08,1.36035e-06,1.36095e-06
11762,-1.99962e-08,-4.05553e-08,1.38341e-06,1.38415e-06
11763,-1.91422e-08,-4.81892e-08,1.39407e-06,1.39504e-06
11764,-2.47666e-08,-5.12477e-08,1.38774e-06,1.38891e-06
11765,-3.52495e-08,-4.95671e-08,1.36864e-06,1.37e-06
11766,-4.69218e-08,-4.51327e-08,1.34835e-06,1.34992e-06
11767,-5.57968e-08,-4.09155e-08,1.34002e-06,1.34181e-06
11768,-5.94191e-08,-3.92188e-08,1.35165e-06,1.35352e-06
11769,-5.78732e-08,-4.06085e-08,1.38198e-06,1.38378e-06
11770,-5.35573e-08,-4.39925e-08,1.42125e-06,1.42294e-06
11771,-5.00011e-08,-4.76033e-08,1.45563e-06,1.45727e-06
11772,-5.0337e-08,-5.01272e-08,1.4729e-06,1.47461e-06
11773,-5.59763e-08,-5.12903e-08,1.46669e-06,1.46865e-06
11774,-6.59004e-08,-5.16802e-08,1.43814e-06,1.44058e-06
11775,-7.69343e-08,-5.20652e-08,1.39476e-06,1.39785e-06
11776,-8.51807e-08,-5.26916e-08,1.34743e-06,1.35115e-06
11777,-8.81201e-08,-5.2957e-08,1.30684e-06,1.31088e-06
11778,-8.61366e-08,-5.15913e-08,1.28058e-06,1.28451e-06
11779,-8.22642e-08,-4.72204e-08,1.27153e-06,1.27506e-06
11780,-8.0098e-08,-3.90486e-08,1.27773e-06,1.28084e-06
11781,-8.13044e-08,-2.73742e-08,1.29353e-06,1.29637e-06
11782,-8.46814e-08,-1.37285e-08,1.31148e-06,1.31428e-06
11783,-8.75569e-08,-5.63029e-10,1.32473e-06,1.32762e-06
11784,-8.82946e-08,9.42132e-09,1.32898e-06,1.33194e-06
11785,-8.76625e-08,1.40804e-08,1.32338e-06,1.32636e-06
11786,-8.78987e-08,1.24986e-08,1.31036e-06,1.31336e-06
11787,-9.04654e-08,5.28613e-09,1.29443e-06,1.2976e-06
11788,-9.45921e-08,-5.63488e-09,1.28081e-06,1.28431e-06
11789,-9.78167e-08,-1.77126e-08,1.27398e-06,1.27785e-06
11790,-9.79175e-08,-2.86687e-08,1.27647e-06,1.28055e-06
11791,-9.46021e-08,-3.7241e-08,1.28796e-06,1.29197e-06
11792,-8.97366e-08,-4.34203e-08,1.30511e-06,1.30891e-06
11793,-8.61237e-08,-4.80785e-08,1.32251e-06,1.32618e-06
11794,-8.58222e-08,-5.22096e-08,1.33456e-06,1.33833e-06
11795,-8.91154e-08,-5.62336e-08,1.33753e-06,1.34167e-06
11796,-9.45929e-08,-5.97772e-08,1.33082e-06,1.33551e-06
11797,-1.00049e-07,-6.20627e-08,1.31682e-06,1.32208e-06
11798,-1.03546e-07,-6.26677e-08,1.29956e-06,1.30518e-06
11799,-1.0412e-07,-6.21664e-08,1.28277e-06,1.28849e-06
11800,-1.01965e-07,-6.21937e-08,1.26853e-06,1.27414e-06
11801,-9.81892e-08,-6.4782e-08,1.25683e-06,1.26233e-06
11802,-9.4383e-08,-7.12663e-08,1.24609e-06,1.25169e-06
11803,-9.21416e-08,-8.13498e-08,1.23401e-06,1.24012e-06
11804,-9.26368e-08,-9.29185e-08,1.2186e-06,1.22564e-06
11805,-9.62486e-08,-1.02838e-07,1.19902e-06,1.20726e-06
11806,-1.02318e-07,-1.08437e-07,1.17655e-06,1.18596e-06
11807,-1.09168e-07,-1.08917e-07,1.15512e-06,1.16537e-06
11808,-1.14564e-07,-1.05877e-07,1.14063e-06,1.15125e-06
11809,-1.16613e-07,-1.0252e-07,1.13853e-06,1.14907e-06
11810,-1.14775e-07,-1.01894e-07,1.15039e-06,1.16058e-06
11811,-1.10388e-07,-1.0515e-07,1.17144e-06,1.18132e-06
11812,-1.06215e-07,-1.109e-07,1.19156e-06,1.20142e-06
11813,-1.05074e-07,-1.16129e-07,1.19989e-06,1.21006e-06
11814,-1.08258e-07,-1.1811e-07,1.19093e-06,1.20166e-06
11815,-1.14731e-07,-1.16067e-07,1.16836e-06,1.17971e-06
11816,-1.21617e-07,-1.11524e-07,1.14369e-06,1.15553e-06
11817,-1.2568e-07,-1.07207e-07,1.13037e-06,1.14237e-06
11818,-1.24896e-07,-1.05285e-07,1.13672e-06,1.1484e-06
11819,-1.19284e-07,-1.06082e-07,1.16156e-06,1.17248e-06
11820,-1.10703e-07,-1.07957e-07,1.19472e-06,1.20469e-06
11821,-1.01927e-07,-1.08341e-07,1.22203e-06,1.23105e-06
11822,-9.55575e-08,-1.05267e-07,1.23214e-06,1.24032e-06
11823,-9.31669e-08,-9.85583e-08,1.22193e-06,1.22943e-06
11824,-9.48309e-08,-9.00219e-08,1.19787e-06,1.20499e-06
11825,-9.91389e-08,-8.25555e-08,1.17277e-06,1.17984e-06
11826,-1.03795e-07,-7.86535e-08,1.15949e-06,1.16678e-06
11827,-1.06736e-07,-7.91286e-08,1.16515e-06,1.1727e-06
11828,-1.07265e-07,-8.27214e-08,1.18859e-06,1.19629e-06
11829,-1.06435e-07,-8.67519e-08,1.22213e-06,1.22981e-06
11830,-1.06256e-07,-8.84018e-08,1.25603e-06,1.26361e-06
11831,-1.08077e-07,-8.59344e-08,1.28294e-06,1.29035e-06
11832,-1.11333e-07,-7.92941e-08,1.29983e-06,1.307e-06
11833,-1.13808e-07,-6.9948e-08,1.30719e-06,1.314e-06
11834,-1.13412e-07,-6.02164e-08,1.30689e-06,1.31318e-06
11835,-1.10044e-07,-5.24657e-08,1.30047e-06,1.30617e-06
11836,-1.05809e-07,-4.84347e-08,1.28862e-06,1.29386e-06
11837,-1.03323e-07,-4.88152e-08,1.27166e-06,1.27679e-06
11838,-1.03582e-07,-5.31257e-08,1.25053e-06,1.25593e-06
11839,-1.05237e-07,-5.98966e-08,1.2275e-06,1.23345e-06
11840,-1.05785e-07,-6.71579e-08,1.20625e-06,1.21274e-06
11841,-1.03544e-07,-7.31264e-08,1.19088e-06,1.19761e-06
11842,-9.8817e-08,-7.68668e-08,1.18422e-06,1.19082e-06
11843,-9.35594e-08,-7.86427e-08,1.18622e-06,1.1925e-06
11844,-9.00165e-08,-7.97566e-08,1.19352e-06,1.19956e-06
11845,-8.94342e-08,-8.19038e-08,1.20047e-06,1.20658e-06
11846,-9.16275e-08,-8.63117e-08,1.20145e-06,1.20802e-06
11847,-9.54667e-08,-9.30642e-08,1.19304e-06,1.20046e-06
11848,-9.97542e-08,-1.00947e-07,1.17529e-06,1.18383e-06
11849,-1.03876e-07,-1.07928e-07,1.15131e-06,1.16102e-06
11850,-1.079e-07,-1.12084e-07,1.12564e-06,1.13634e-06
11851,-1.12195e-07,-1.12547e-07,1.10229e-06,1.11368e-06
11852,-1.16884e-07,-1.10011e-07,1.08357e-06,1.0954e-06
11853,-1.21504e-07,-1.06514e-07,1.07011e-06,1.08224e-06
11854,-1.25066e-07,-1.04571e-07,1.06169e-06,1.07413e-06
11855,-1.26537e-07,-1.06035e-07,1.05807e-06,1.07087e-06
11856,-1.25475e-07,-1.11167e-07,1.05909e-06,1.07227e-06
11857,-1.22498e-07,-1.18379e-07,1.06397e-06,1.07752e-06
11858,-1.19231e-07,-1.24817e-07,1.07072e-06,1.08454e-06
11859,-1.17641e-07,-1.27633e-07,1.07646e-06,1.09037e-06
11860,-1.18984e-07,-1.25399e-07,1.07908e-06,1.09284e-06
11861,-1.22952e-07,-1.19e-07,1.07902e-06,1.09251e-06
11862,-1.27597e-07,-1.11413e-07,1.07967e-06,1.09288e-06
11863,-1.30255e-07,-1.06358e-07,1.08513e-06,1.09808e-06
11864,-1.29054e-07,-1.0638e-07,1.09647e-06,1.10916e-06
11865,-1.24074e-07,-1.11468e-07,1.10914e-06,1.12161e-06
11866,-1.17378e-07,-1.1909e-07,1.11411e-06,1.12659e-06
11867,-1.11826e-07,-1.25708e-07,1.10301e-06,1.11577e-06
11868,-1.09449e-07,-1.28818e-07,1.07399e-06,1.08721e-06
11869,-1.10431e-07,-1.28173e-07,1.03425e-06,1.048e-06
11870,-1.13259e-07,-1.25478e-07,9.9712e-07,1.01135e-06
11871,-1.15763e-07,-1.22919e-07,9.75402e-07,9.89908e-07
11872,-1.16321e-07,-1.21596e-07,9.75053e-07,9.89466e-07
11873,-1.1458e-07,-1.20878e-07,9.9274e-07,1.00661e-06
11874,-1.11484e-07,-1.18977e-07,1.01836e-06,1.03133e-06
11875,-1.08785e-07,-1.14334e-07,1.04076e-06,1.05265e-06
11876,-1.08319e-07,-1.06884e-07,1.05335e-06,1.06428e-06
11877,-1.11275e-07,-9.83993e-08,1.05648e-06,1.06687e-06
11878,-1.17627e-07,-9.16706e-08,1.05562e-06,1.0661e-06
11879,-1.25967e-07,-8.90053e-08,1.05681e-06,1.068e-06
11880,-1.33961e-07,-9.09887e-08,1.06257e-06,1.07484e-06
11881,-1.39353e-07,-9.62641e-08,1.07095e-06,1.08426e-06
11882,-1.41058e-07,-1.02426e-07,1.07797e-06,1.09198e-06
11883,-1.39678e-07,-1.07408e-07,1.08156e-06,1.09582e-06
11884,-1.37017e-07,-1.10488e-07,1.08381e-06,1.09801e-06
11885,-1.34845e-07,-1.12362e-07,1.09011e-06,1.10415e-06
11886,-1.33746e-07,-1.14411e-07,1.10561e-06,1.11953e-06
11887,-1.32937e-07,-1.1775e-07,1.13161e-06,1.14546e-06
11888,-1.31249e-07,-1.22642e-07,1.16413e-06,1.17791e-06
11889,-1.285e-07,-1.28537e-07,1.19536e-06,1.2091e-06
11890,-1.26029e-07,-1.3454e-07,1.21694e-06,1.23082e-06
11891,-1.25777e-07,-1.3993e-07,1.22304e-06,1.23742e-06
11892,-1.28553e-07,-1.44426e-07,1.21182e-06,1.22715e-06
11893,-1.33027e-07,-1.48097e-07,1.1854e-06,1.202e-06
11894,-1.36474e-07,-1.51066e-07,1.14898e-06,1.16688e-06
11895,-1.36728e-07,-1.53234e-07,1.10988e-06,1.12872e-06
11896,-1.33748e-07,-1.54224e-07,1.07621e-06,1.0954e-06
11897,-1.29575e-07,-1.5356e-07,1.05505e-06,1.07401e-06
11898,-1.26832e-07,-1.51021e-07,1.05043e-06,1.06878e-06
11899,-1.26982e-07,-1.46976e-07,1.06164e-06,1.07927e-06
11900,-1.29562e-07,-1.42541e-07,1.08309e-06,1.10009e-06
11901,-1.32746e-07,-1.39386e-07,1.10573e-06,1.12236e-06
11902,-1.3464e-07,-1.39186e-07,1.12003e-06,1.13665e-06
11903,-1.34408e-07,-1.4285e-07,1.11939e-06,1.13645e-06
11904,-1.32597e-07,-1.49884e-07,1.1026e-06,1.12062e-06
11905,-1.30685e-07,-1.5831e-07,1.07421e-06,1.09365e-06
11906,-1.30257e-07,-1.65307e-07,1.04251e-06,1.06354e-06
11907,-1.32292e-07,-1.68373e-07,1.01602e-06,1.03833e-06
11908,-1.36854e-07,-1.66468e-07,1.00012e-06,1.02308e-06
11909,-1.43174e-07,-1.6054e-07,9.95509e-07,1.01848e-06
11910,-1.49971e-07,-1.53159e-07,9.98828e-07,1.02157e-06
11911,-1.55844e-07,-1.47409e-07,1.00502e-06,1.02766e-06
11912,-1.59645e-07,-1.45544e-07,1.00973e-06,1.03258e-06
11913,-1.60808e-07,-1.47989e-07,1.01054e-06,1.0339e-06
11914,-1.59601e-07,-1.53135e-07,1.00664e-06,1.03065e-06
11915,-1.57142e-07,-1.58049e-07,9.97806e-07,1.02239e-06
11916,-1.55038e-07,-1.59836e-07,9.83807e-07,1.00869e-06
11917,-1.54677e-07,-1.57082e-07,9.65128e-07,9.89986e-07
11918,-1.56459e-07,-1.50688e-07,9.44347e-07,9.69008e-07
11919,-1.59446e-07,-1.43625e-07,9.26667e-07,9.5119e-07
11920,-1.61776e-07,-1.39595e-07,9.1839e-07,9.4292e-07
11921,-1.61707e-07,-1.41185e-07,9.23698e-07,9.48314e-07
11922,-1.58657e-07,-1.48482e-07,9.41796e-07,9.6654e-07
11923,-1.53525e-07,-1.58989e-07,9.6672e-07,9.91663e-07
11924,-1.48013e-07,-1.68941e-07,9.90402e-07,1.01555e-06
11925,-1.43409e-07,-1.7523e-07,1.00718e-06,1.03231e-06
11926,-1.39761e-07,-1.76797e-07,1.01667e-06,1.04135e-06
11927,-1.36035e-07,-1.74731e-07,1.02323e-06,1.04692e-06
11928,-1.31148e-07,-1.71233e-07,1.03253e-06,1.05482e-06
11929,-1.25066e-07,-1.6829e-07,1.04802e-06,1.06879e-06
11930,-1.19159e-07,-1.6686e-07,1.06931e-06,1.08879e-06
11931,-1.15558e-07,-1.66835e-07,1.09302e-06,1.1117e-06
11932,-1.15906e-07,-1.67469e-07,1.11466e-06,1.13312e-06
11933,-1.20246e-07,-1.67824e-07,1.13019e-06,1.14889e-06
11934,-1.26738e-07,-1.67031e-07,1.13667e-06,1.15584e-06
11935,-1.32414e-07,-1.64489e-07,1.13279e-06,1.15231e-06
11936,-1.34623e-07,-1.60148e-07,1.11979e-06,1.13917e-06
11937,-1.3239e-07,-1.54819e-07,1.10216e-06,1.12083e-06
11938,-1.26901e-07,-1.50183e-07,1.08712e-06,1.10475e-06
11939,-1.20786e-07,-1.48286e-07,1.08204e-06,1.09881e-06
